,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,coef_ajustement
997,3856902996,2014-08-04,574535.9838274933,2,1.0,850,2340,1.0,0,0,3,7,850,0,1922,0,98105,47.6707,-122.32799999999999,1300,3000,1.0380053908355795
12305,7751800070,2014-08-04,605157.1428571428,3,1.5,1800,10050,1.0,0,0,3,7,1800,0,1955,0,98008,47.6344,-122.126,1610,10050,1.0380053908355795
2251,4364700105,2014-08-04,342541.77897574124,3,1.0,1030,7620,1.0,0,0,3,7,1030,0,1953,0,98126,47.5281,-122.375,1030,7560,1.0380053908355795
15509,4340610080,2014-08-04,279742.4528301887,2,1.0,800,1200,2.0,0,0,3,7,800,0,1999,0,98103,47.6969,-122.34700000000001,806,1200,1.0380053908355795
9154,2877101745,2014-08-04,932647.8436657682,4,2.75,2890,5000,1.5,0,0,3,8,1990,900,1911,2014,98117,47.6768,-122.363,1080,3750,1.0380053908355795
10874,8653900070,2014-08-04,821581.2668463612,4,2.5,3250,8970,2.0,0,0,3,10,3250,0,1994,0,98075,47.5862,-122.037,3240,8449,1.0380053908355795
19632,1972200554,2014-08-04,602043.1266846361,3,2.25,1480,1026,3.0,0,0,3,8,1480,0,2014,0,98103,47.6536,-122.354,1570,1283,1.0380053908355795
3704,3992700265,2014-08-04,399735.8760107817,3,1.0,1060,8040,1.0,0,0,4,6,1060,0,1949,0,98125,47.7121,-122.287,1300,7620,1.0380053908355795
8381,1023089085,2014-08-04,404822.102425876,3,1.75,1850,15170,1.0,0,0,3,7,1850,0,1965,0,98045,47.4991,-121.774,1160,14175,1.0380053908355795
17619,2738600220,2014-08-04,468140.43126684637,3,2.5,2050,4876,2.0,0,0,3,8,2050,0,2005,0,98072,47.7746,-122.15799999999999,2320,4065,1.0380053908355795
10003,1795920310,2014-08-04,716223.7196765499,4,3.75,3210,7054,2.0,0,0,4,8,3210,0,1985,0,98052,47.7268,-122.103,2350,8020,1.0380053908355795
20319,255450380,2014-08-04,337089.13665768196,3,2.5,2060,4742,2.0,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.01700000000001,2370,4725,1.0380053908355795
17637,3370000150,2014-08-04,456722.37196765497,4,2.5,2800,28254,2.0,0,0,3,9,2800,0,2001,0,98038,47.3552,-122.06299999999999,2530,4694,1.0380053908355795
8765,120069059,2014-08-04,570902.9649595687,3,2.5,2920,169448,2.5,0,0,3,9,2920,0,1990,0,98022,47.2492,-121.975,2360,326097,1.0380053908355795
8089,3500100209,2014-08-04,296506.2398921833,3,1.0,1040,8199,1.0,0,0,3,7,1040,0,1953,0,98155,47.7348,-122.302,1420,8200,1.0380053908355795
18214,2423400040,2014-08-04,326971.69811320753,3,1.75,1970,8200,1.0,0,0,3,7,1270,700,1964,0,98168,47.4731,-122.32700000000001,1890,8348,1.0380053908355795
16318,8001450170,2014-08-04,285399.5822102426,3,1.75,1840,16679,1.0,0,0,3,8,1840,0,1989,0,98001,47.3207,-122.275,1910,15571,1.0380053908355795
21117,255450250,2014-08-04,319326.7884097035,3,2.5,1820,4200,2.0,0,0,3,8,1820,0,2014,0,98038,47.3693,-122.01700000000001,2370,4200,1.0380053908355795
20563,715010110,2014-08-04,1287557.4568733154,5,3.25,5790,13726,2.0,0,3,3,10,4430,1360,2014,0,98006,47.5388,-122.11399999999999,5790,13726,1.0380053908355795
12153,4036801070,2014-08-04,381363.18059299194,4,1.5,1280,7400,1.0,0,0,3,7,1280,0,1958,0,98008,47.6023,-122.12299999999999,1310,7400,1.0380053908355795
1423,1370801331,2014-08-04,1453207.5471698113,4,2.5,4040,9630,1.0,0,3,4,9,2020,2020,1951,0,98199,47.6408,-122.41,3160,8025,1.0380053908355795
6557,8151600470,2014-08-04,126429.05660377358,2,1.0,940,8384,1.0,0,0,3,5,940,0,1947,0,98146,47.5065,-122.36399999999999,1290,8384,1.0380053908355795
18811,7686202730,2014-08-04,207601.0781671159,2,1.0,830,8000,1.0,0,0,3,6,830,0,1954,0,98198,47.4215,-122.318,1300,8000,1.0380053908355795
12596,3211100730,2014-08-04,373681.94070080866,3,1.75,1560,7930,2.0,0,0,4,7,1560,0,1980,0,98059,47.4779,-122.161,1720,8073,1.0380053908355795
19946,1042700300,2014-08-04,861539.2843665768,5,3.25,3360,6120,2.0,0,0,3,9,3360,0,2014,0,98074,47.607,-122.053,3230,5398,1.0380053908355795
10602,8929000350,2014-08-04,490163.7916442049,3,2.5,2010,2212,2.0,0,0,3,8,1390,620,2014,0,98029,47.5523,-121.99799999999999,1690,1619,1.0380053908355795
18320,6914700165,2014-08-04,376276.9541778976,3,1.0,960,5424,1.5,0,0,3,6,960,0,1916,0,98115,47.6997,-122.32,1550,5687,1.0380053908355795
14496,5249802520,2014-08-05,417440.7008086254,5,2.75,2160,7200,1.5,0,0,3,7,1220,940,1955,0,98118,47.5576,-122.273,1900,7200,1.0384097035040432
9758,4040700310,2014-08-05,431978.43665768194,4,1.75,1980,7840,1.0,0,0,4,7,990,990,1961,0,98008,47.6226,-122.115,1520,8400,1.0384097035040432
136,3655000070,2014-08-05,228450.1347708895,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.29899999999999,1750,8140,1.0384097035040432
10449,5244800125,2014-08-05,674966.3072776281,3,1.75,1840,2310,1.0,0,2,4,8,1140,700,1914,0,98109,47.6462,-122.351,1670,4000,1.0384097035040432
18806,525069133,2014-08-05,809959.5687331536,4,3.25,3900,40962,2.0,0,0,3,10,3900,0,1991,0,98053,47.683,-122.06299999999999,1730,11775,1.0384097035040432
20889,3278613060,2014-08-05,441324.1239892183,4,2.5,1900,2766,2.0,0,0,3,8,1900,0,2014,0,98106,47.543,-122.368,1900,2604,1.0384097035040432
10431,3123039171,2014-08-05,514012.80323450133,3,2.75,1830,208216,2.0,0,0,3,8,1830,0,1997,0,98070,47.4377,-122.464,1530,16988,1.0384097035040432
21027,3629990180,2014-08-05,555549.1913746631,4,2.25,1890,3615,2.0,0,0,3,7,1890,0,2005,0,98029,47.5493,-121.999,1630,3280,1.0384097035040432
20886,8956200530,2014-08-05,474553.2345013477,4,2.5,2820,6983,2.0,0,0,3,9,2820,0,2013,0,98001,47.2958,-122.265,2597,7222,1.0384097035040432
6759,7603100020,2014-08-05,1006219.0026954178,4,2.0,2450,5000,2.0,0,4,5,8,2200,250,1919,0,98116,47.5619,-122.405,2360,6090,1.0384097035040432
519,1923069078,2014-08-05,924184.6361185984,4,3.25,3180,194278,2.0,0,0,3,10,3180,0,2005,0,98059,47.4711,-122.084,2200,178160,1.0384097035040432
14299,1446800995,2014-08-05,311522.9110512129,3,2.5,2020,6628,1.0,0,0,4,7,1250,770,1963,0,98168,47.4934,-122.33200000000001,1540,9995,1.0384097035040432
2653,5459500125,2014-08-05,1038409.7035040432,6,2.75,3600,9675,1.0,0,2,4,9,1940,1660,1977,0,98040,47.5726,-122.213,2990,9675,1.0384097035040432
7375,7228501903,2014-08-05,259602.4258760108,1,1.0,780,1033,1.0,0,0,3,7,780,0,1922,1985,98122,47.6155,-122.306,1040,1319,1.0384097035040432
12786,191100870,2014-08-05,870602.6954177897,4,2.5,2620,9525,2.5,0,0,4,9,2620,0,1974,0,98040,47.5631,-122.219,2580,9525,1.0384097035040432
13999,1241500155,2014-08-05,597085.5795148248,3,2.5,2070,3599,2.0,0,0,3,8,2070,0,1999,0,98033,47.6679,-122.165,2070,6844,1.0384097035040432
7931,1839500065,2014-08-05,289716.30727762805,3,1.0,1400,9450,1.0,0,0,4,7,1060,340,1955,0,98056,47.5051,-122.194,1400,8108,1.0384097035040432
13099,3395800155,2014-08-05,259602.4258760108,3,1.0,990,8100,1.0,0,0,3,6,990,0,1949,0,98146,47.4839,-122.34100000000001,1210,8100,1.0384097035040432
9372,6386700110,2014-08-05,254410.37735849057,3,2.0,1850,8208,1.0,0,0,4,7,1180,670,1970,0,98023,47.3109,-122.36200000000001,1790,8174,1.0384097035040432
708,5231000060,2014-08-05,321907.00808625337,3,1.75,1490,7150,1.0,0,0,5,6,1490,0,1967,0,98059,47.5015,-122.124,1350,9100,1.0384097035040432
20569,8895800110,2014-08-05,1349816.3126684637,5,4.0,3870,5929,2.0,0,0,3,10,3870,0,2014,0,98052,47.6965,-122.134,3600,5625,1.0384097035040432
3815,5611000090,2014-08-05,545165.0943396227,4,2.75,2500,10330,1.0,0,0,4,8,1380,1120,1978,0,98155,47.7743,-122.286,2270,10430,1.0384097035040432
15830,7234601025,2014-08-05,560741.2398921833,3,2.5,1380,1021,2.0,0,0,3,8,1160,220,2008,0,98122,47.6148,-122.309,1440,1021,1.0384097035040432
19482,7878400043,2014-08-05,192105.795148248,3,1.75,1080,9262,1.0,0,0,3,7,1080,0,1968,0,98178,47.4883,-122.24799999999999,1090,9262,1.0384097035040432
11283,5468700105,2014-08-05,430940.0269541779,3,1.75,2000,8400,1.5,0,0,4,8,2000,0,1959,0,98133,47.7535,-122.334,2000,8400,1.0384097035040432
9501,5423600100,2014-08-05,627199.4609164421,6,3.5,2580,13572,1.0,0,0,3,8,1290,1290,1987,0,98052,47.6796,-122.113,2020,11656,1.0384097035040432
16376,9323600380,2014-08-05,848380.7277628032,4,2.25,2600,10660,2.0,0,0,4,8,2600,0,1979,0,98006,47.5533,-122.156,3150,10660,1.0384097035040432
8561,3701900085,2014-08-05,175491.23989218328,3,1.5,1570,6450,1.5,0,0,4,6,1570,0,1931,0,98022,47.2021,-121.99600000000001,1400,6450,1.0384097035040432
9977,7230300060,2014-08-05,384211.590296496,4,2.5,2190,17600,1.0,0,0,4,7,1110,1080,1966,0,98059,47.4712,-122.11200000000001,1820,17600,1.0384097035040432
13033,3626039279,2014-08-05,410171.83288409706,2,1.0,960,6700,1.0,0,0,3,7,960,0,1951,0,98103,47.6955,-122.35700000000001,1350,6700,1.0384097035040432
11059,6669000070,2014-08-05,1038409.7035040432,4,1.75,1780,11436,1.0,0,0,5,9,1780,0,1967,0,98004,47.6273,-122.194,2100,12052,1.0384097035040432
6605,9284801845,2014-08-05,367597.0350404313,3,1.5,1060,5750,1.0,0,2,4,7,1060,0,1981,0,98126,47.5512,-122.37100000000001,1060,5750,1.0384097035040432
16439,6457000080,2014-08-05,280266.77897574124,5,1.75,1750,8325,1.0,0,0,5,7,1750,0,1966,0,98031,47.4007,-122.198,1430,8325,1.0384097035040432
7413,2599200460,2014-08-05,305292.4528301887,4,2.0,2930,12840,1.5,0,0,4,8,2930,0,1965,0,98092,47.2957,-122.18700000000001,1960,10920,1.0384097035040432
6882,5672000020,2014-08-05,282447.43935309973,3,1.5,1380,11760,1.0,0,0,4,7,1380,0,1963,0,98055,47.4243,-122.20200000000001,1650,9855,1.0384097035040432
16250,259800680,2014-08-05,554510.7816711591,4,2.25,2130,7210,1.0,0,0,5,7,1330,800,1965,0,98008,47.629,-122.117,1310,7896,1.0384097035040432
4066,3856905010,2014-08-05,586701.4824797844,3,1.5,1540,3570,1.5,0,0,5,7,1490,50,1930,0,98105,47.6692,-122.325,1620,4080,1.0384097035040432
18156,3332000061,2014-08-05,573721.3611859839,3,1.0,2020,4120,1.5,0,0,4,7,1520,500,1929,0,98118,47.5514,-122.271,1200,4635,1.0384097035040432
19025,5141000720,2014-08-05,415363.88140161725,2,2.0,2010,3797,1.5,0,0,3,7,1450,560,1922,2004,98108,47.5596,-122.315,1660,4650,1.0384097035040432
20312,7515000143,2014-08-05,415311.96091644204,3,2.25,1360,1041,2.0,0,0,3,8,1094,266,2006,0,98117,47.6925,-122.375,1522,1382,1.0384097035040432
20504,301401390,2014-08-05,332187.26415094343,4,2.75,2475,4000,2.0,0,0,3,7,2475,0,2014,0,98002,47.3452,-122.21,2166,4000,1.0384097035040432
12578,7866500035,2014-08-05,310484.5013477089,1,1.0,740,5000,1.0,0,0,3,7,740,0,1923,0,98118,47.5519,-122.292,1400,4400,1.0384097035040432
16423,1102000095,2014-08-05,579432.6145552561,4,2.5,3220,5120,2.0,0,0,3,9,2420,800,2000,0,98118,47.5434,-122.27,1770,7680,1.0384097035040432
599,8651100140,2014-08-05,1266859.8382749327,4,2.25,3200,15367,2.0,0,0,4,9,3200,0,1962,0,98040,47.5494,-122.21600000000001,3070,15263,1.0384097035040432
14664,8562901830,2014-08-05,472268.73315363884,4,2.25,2490,10720,1.0,0,1,4,7,1400,1090,1979,0,98074,47.6137,-122.06,3080,10720,1.0384097035040432
20368,3630200630,2014-08-05,835919.8113207547,4,2.5,3020,3600,2.5,0,0,3,9,3020,0,2009,0,98029,47.5407,-121.993,2570,3600,1.0384097035040432
18759,8682231210,2014-08-05,575278.97574124,2,2.0,1870,5580,1.0,0,0,3,8,1870,0,2004,0,98053,47.7101,-122.031,1670,4500,1.0384097035040432
7726,2856100515,2014-08-05,960528.97574124,4,2.5,2670,5100,2.0,0,0,3,8,1940,730,1929,2010,98117,47.6768,-122.39,1470,4080,1.0384097035040432
2032,2414600400,2014-08-05,218066.03773584907,2,2.0,1190,7570,1.0,0,0,3,6,1190,0,1939,0,98146,47.5113,-122.338,1190,7635,1.0384097035040432
7940,8146100410,2014-08-05,789191.3746630728,3,1.5,1170,7645,1.0,0,0,4,7,1170,0,1955,0,98004,47.6077,-122.194,1870,7678,1.0384097035040432
17961,1622049140,2014-08-05,249114.48787061995,4,1.75,1570,18730,1.0,0,0,3,7,1200,370,1960,0,98198,47.3999,-122.301,1920,18295,1.0384097035040432
897,4298100240,2014-08-05,685350.4043126685,3,2.5,2680,28243,2.0,0,0,3,9,2680,0,1993,0,98077,47.7637,-122.05,2670,32130,1.0384097035040432
14483,2725069164,2014-08-05,815151.6172506738,4,2.5,2990,9374,2.0,0,0,3,9,2990,0,2003,0,98074,47.6287,-122.024,2440,8711,1.0384097035040432
3915,1133000542,2014-08-05,441324.1239892183,3,2.25,1670,9500,1.0,0,0,3,7,1170,500,1977,0,98125,47.7253,-122.309,1470,9500,1.0384097035040432
9572,5589300205,2014-08-05,284524.2587601078,5,1.0,1680,9383,1.0,0,0,3,7,1400,280,1929,0,98155,47.7523,-122.311,1680,9458,1.0384097035040432
14837,2193320210,2014-08-05,573721.3611859839,5,3.0,2320,7229,1.0,0,0,4,8,1370,950,1986,0,98052,47.696999999999996,-122.09700000000001,2090,7554,1.0384097035040432
7443,4222200380,2014-08-05,246103.09973045823,3,2.0,1710,7920,1.0,0,0,3,8,1260,450,1968,0,98003,47.3473,-122.305,1760,8120,1.0384097035040432
13183,1523049207,2014-08-05,167183.96226415093,4,2.0,1700,8043,1.0,0,0,3,7,850,850,1954,0,98168,47.4758,-122.288,1540,13260,1.0384097035040432
4118,8669400100,2014-08-05,944952.8301886793,4,2.75,4190,38912,1.0,0,0,4,9,2040,2150,1965,0,98005,47.6472,-122.15700000000001,3050,36884,1.0384097035040432
20989,2135200155,2014-08-05,602277.628032345,5,3.25,3030,7410,2.0,0,0,3,8,2150,880,2014,0,98106,47.553000000000004,-122.354,2020,7410,1.0384097035040432
2772,2325069117,2014-08-05,996873.3153638814,5,3.5,4510,16305,2.0,0,0,3,10,2820,1690,2003,0,98074,47.6346,-122.01100000000001,4330,18741,1.0384097035040432
5068,8929000380,2014-08-05,498426.27358490566,3,2.5,2010,2386,2.0,0,0,3,8,1390,620,2014,0,98029,47.5525,-121.99799999999999,1690,1870,1.0384097035040432
19168,8039900180,2014-08-05,467284.36657681945,3,2.0,1680,11250,1.0,0,0,4,8,1680,0,1967,0,98045,47.4861,-121.786,1760,12160,1.0384097035040432
7193,4242900285,2014-08-05,654198.1132075472,4,2.5,1910,1502,3.0,0,0,3,8,1910,0,2014,0,98107,47.6747,-122.39299999999999,1520,3888,1.0384097035040432
6951,3123049142,2014-08-05,469361.1859838275,3,2.25,2600,14810,1.0,0,2,4,8,1490,1110,1956,0,98166,47.4326,-122.34100000000001,2450,16715,1.0384097035040432
3467,1453602309,2014-08-05,299061.9946091644,0,1.5,1430,1650,3.0,0,0,3,7,1430,0,1999,0,98125,47.7222,-122.29,1430,1650,1.0384097035040432
2073,7452500045,2014-08-05,244026.28032345013,2,1.0,870,5000,1.0,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,5000,1.0384097035040432
20174,1424069056,2014-08-05,1401853.0997304583,4,3.75,4100,61419,2.0,0,0,3,9,4100,0,2014,0,98029,47.5626,-122.005,2010,32362,1.0384097035040432
20716,7853270830,2014-08-05,462092.3180592992,3,2.5,2230,7934,2.0,0,0,3,7,2230,0,2005,0,98065,47.5439,-121.88,2310,4818,1.0384097035040432
15159,6064800470,2014-08-05,321907.00808625337,3,2.25,1960,2345,2.0,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.288,1760,1958,1.0384097035040432
16839,6752510010,2014-08-05,789191.3746630728,4,2.5,2920,7901,2.0,0,0,3,9,2920,0,2004,0,98052,47.7036,-122.125,3020,7900,1.0384097035040432
17219,1284000010,2014-08-05,342675.20215633424,4,1.75,1550,50094,1.0,0,3,4,6,1550,0,1967,0,98022,47.2194,-122.059,1720,50094,1.0384097035040432
12172,520700125,2014-08-05,453785.0404312669,3,2.25,1980,8775,1.0,0,0,3,7,1290,690,1959,0,98177,47.7753,-122.359,1550,9240,1.0384097035040432
7474,7955040130,2014-08-05,477668.4636118598,3,1.75,1370,8467,1.0,0,0,4,7,970,400,1972,0,98052,47.6644,-122.145,1650,8472,1.0384097035040432
3093,9264950940,2014-08-05,361366.576819407,3,2.5,2060,7458,2.0,0,0,3,9,2060,0,1989,0,98023,47.3045,-122.351,2480,7743,1.0384097035040432
381,624111000,2014-08-05,986489.218328841,3,3.0,4040,14338,2.0,0,0,3,10,3030,1010,1986,0,98077,47.7268,-122.06,3360,14142,1.0384097035040432
9715,5255700160,2014-08-05,503628.70619946095,3,1.75,2590,8384,1.0,0,0,4,8,1590,1000,1971,0,98011,47.7739,-122.199,2590,8800,1.0384097035040432
11998,2068000270,2014-08-05,1453773.5849056605,5,3.0,3850,14990,1.0,0,0,4,9,2290,1560,1964,0,98004,47.6425,-122.21799999999999,3010,15001,1.0384097035040432
1386,2592210160,2014-08-05,746616.576819407,3,2.5,2120,9307,2.0,0,0,4,9,2120,0,1984,0,98006,47.5477,-122.141,2290,11524,1.0384097035040432
19666,7853320550,2014-08-05,441324.1239892183,4,2.5,2070,4427,2.0,0,0,3,7,2070,0,2007,0,98065,47.5208,-121.869,2070,4556,1.0384097035040432
15075,6382500020,2014-08-05,716502.6954177897,4,2.0,1760,7800,1.0,0,0,3,8,1760,0,1954,0,98117,47.6945,-122.38,1950,7800,1.0384097035040432
19876,2126059295,2014-08-05,1033736.859838275,5,4.5,4280,8465,2.0,0,0,3,10,4280,0,2014,0,98034,47.7325,-122.165,2990,11067,1.0384097035040432
16792,6388930420,2014-08-05,604354.4474393531,3,2.5,2380,19860,2.0,0,0,4,8,2380,0,1995,0,98056,47.5255,-122.17299999999999,2450,10220,1.0384097035040432
9079,8929000360,2014-08-05,429449.9090296496,3,2.5,1690,1613,2.0,0,0,3,8,1150,540,2014,0,98029,47.5524,-121.99799999999999,1690,1619,1.0384097035040432
15417,2929600020,2014-08-05,389403.6388140162,3,1.5,1190,20672,1.5,0,3,3,7,1190,0,1948,0,98166,47.4459,-122.359,2150,16239,1.0384097035040432
5920,6197800101,2014-08-05,244026.28032345013,3,1.0,1330,45738,2.0,0,0,2,6,1330,0,1967,0,98058,47.43600000000001,-122.185,1490,24000,1.0384097035040432
11884,5631501323,2014-08-05,321387.80323450133,3,1.5,1340,13560,1.0,0,0,3,7,1340,0,1968,0,98028,47.74100000000001,-122.234,1540,15000,1.0384097035040432
21234,5276200020,2014-08-05,804767.5202156334,5,2.5,2600,4284,2.0,0,0,3,9,2600,0,2014,0,98136,47.5409,-122.39,1620,5000,1.0384097035040432
9690,4223000140,2014-08-05,270765.3301886793,3,2.0,1560,9635,1.0,0,0,3,7,1260,300,1966,0,98003,47.341,-122.309,1570,8276,1.0384097035040432
2905,2202500110,2014-08-05,446516.17250673857,3,1.5,1690,9708,1.5,0,0,5,7,1690,0,1954,0,98006,47.5732,-122.13600000000001,1570,9858,1.0384097035040432
16300,687600010,2014-08-05,781922.5067385444,4,1.75,2160,39430,1.0,0,0,4,8,1660,500,1974,0,98005,47.6378,-122.185,2430,35329,1.0384097035040432
359,952003285,2014-08-05,706014.7574123989,3,2.5,2440,5750,2.0,0,2,3,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750,1.0384097035040432
4349,2492200956,2014-08-05,373827.49326145556,3,1.5,1170,4080,1.0,0,0,5,6,1170,0,1917,0,98126,47.5338,-122.381,920,4242,1.0384097035040432
17111,8864000425,2014-08-05,251295.14824797845,3,1.75,1580,6099,1.0,0,0,5,7,790,790,1944,0,98168,47.4807,-122.29,1330,6099,1.0384097035040432
17140,8656300345,2014-08-05,347866.21226415096,3,2.5,1650,13816,2.0,0,0,3,7,1650,0,1998,0,98014,47.6553,-121.913,1630,18750,1.0384097035040432
5867,7349800780,2014-08-05,181721.69811320756,2,1.75,1050,9800,1.5,0,0,4,6,1050,0,1975,0,98019,47.7595,-121.473,1230,12726,1.0384097035040432
9247,9198600035,2014-08-05,249218.32884097035,6,1.75,2210,8594,1.0,0,0,3,7,1310,900,1959,0,98188,47.4594,-122.273,1850,8594,1.0384097035040432
1777,1722059326,2014-08-05,279332.2102425876,3,2.0,1210,7136,1.0,0,0,3,7,1210,0,2003,0,98031,47.3996,-122.20299999999999,1210,5765,1.0384097035040432
10939,2877101821,2014-08-05,519204.8517520216,3,1.0,1220,3400,1.0,0,0,3,7,1060,160,1927,0,98117,47.6775,-122.363,1350,3750,1.0384097035040432
4481,7600057,2014-08-05,539973.0458221025,3,2.0,1410,2700,2.0,0,0,4,7,1410,0,1902,0,98122,47.6029,-122.302,1750,4000,1.0384097035040432
8842,4221250100,2014-08-05,602277.628032345,3,2.5,2150,4604,2.0,0,0,3,8,2150,0,2003,0,98075,47.5893,-122.01899999999999,2280,4253,1.0384097035040432
9229,7856610490,2014-08-05,908608.4905660377,5,2.5,2530,8564,2.0,0,0,4,8,2530,0,1976,0,98006,47.5622,-122.15299999999999,2480,8714,1.0384097035040432
13718,5125400385,2014-08-05,228450.1347708895,4,1.75,1530,18400,1.5,0,0,4,6,1530,0,1938,0,98002,47.32899999999999,-122.219,1620,13535,1.0384097035040432
10734,1328300990,2014-08-05,329175.8760107817,3,1.75,1530,7650,1.0,0,0,4,8,1530,0,1977,0,98058,47.4435,-122.12799999999999,1850,6804,1.0384097035040432
16944,3880900170,2014-08-05,2388342.318059299,4,2.5,3280,7100,2.0,0,4,3,10,2180,1100,1911,1987,98119,47.6285,-122.36200000000001,3240,6674,1.0384097035040432
1707,6159400060,2014-08-05,379019.54177897575,3,1.5,1640,8301,1.0,0,0,3,7,1290,350,1958,0,98155,47.7443,-122.32700000000001,1640,8955,1.0384097035040432
6075,8651730290,2014-08-05,462092.3180592992,4,3.25,1960,7200,2.0,0,0,3,7,1960,0,1979,0,98034,47.7291,-122.21799999999999,1980,7529,1.0384097035040432
15630,2321059093,2014-08-05,525435.3099730458,3,2.5,2100,213008,1.0,0,0,3,8,2100,0,1990,0,98092,47.2984,-122.14399999999999,1330,214315,1.0384097035040432
7813,1689400375,2014-08-05,1505694.0700808626,4,3.25,3100,3900,2.0,0,2,5,9,2090,1010,1923,0,98109,47.6385,-122.348,2110,3900,1.0384097035040432
16877,2725069108,2014-08-05,778807.2776280324,3,3.25,4610,81935,2.0,0,0,4,9,4610,0,1984,0,98074,47.6217,-122.021,2900,43500,1.0384097035040432
5340,6632900574,2014-08-06,381764.15094339626,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,1940,0,98155,47.7372,-122.316,1590,7800,1.0388140161725068
356,5416510830,2014-08-06,311644.20485175203,4,2.5,1910,4862,2.0,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.03399999999999,2010,5091,1.0388140161725068
7772,254000735,2014-08-06,341769.81132075476,3,1.0,1140,5258,1.5,0,0,3,6,1140,0,1911,0,98146,47.5122,-122.383,1140,5280,1.0388140161725068
12242,3814701090,2014-08-06,277363.3423180593,3,2.5,1760,6477,2.0,0,0,4,8,1760,0,1986,0,98030,47.3731,-122.17200000000001,1890,6800,1.0388140161725068
19142,130000175,2014-08-06,680423.180592992,4,2.75,3160,8197,1.0,0,0,3,8,1580,1580,1962,0,98115,47.7004,-122.287,2050,8197,1.0388140161725068
16058,5135000170,2014-08-06,680423.180592992,4,1.75,2540,7620,1.0,0,3,3,8,1320,1220,1948,0,98116,47.5709,-122.406,2540,8613,1.0388140161725068
7983,2473372170,2014-08-06,448767.6549865229,4,3.25,2820,13059,2.0,0,0,4,8,2820,0,1976,0,98058,47.4508,-122.132,2360,8600,1.0388140161725068
821,6799300270,2014-08-06,323019.218328841,4,2.5,2030,4997,2.0,0,0,3,8,2030,0,2004,0,98031,47.393,-122.184,2095,5500,1.0388140161725068
8365,7340600845,2014-08-06,192180.59299191376,4,1.0,1380,6700,1.0,0,0,3,7,1190,190,1928,0,98168,47.4871,-122.281,1380,8292,1.0388140161725068
809,1786640070,2014-08-06,375011.85983827495,3,2.0,1950,8698,1.0,0,0,3,8,1950,0,1999,0,98042,47.39,-122.15299999999999,2330,7212,1.0388140161725068
6886,4040600190,2014-08-06,529275.7412398922,5,2.25,2060,9000,1.0,0,0,4,7,1320,740,1961,0,98007,47.6122,-122.137,2050,8800,1.0388140161725068
8509,6388910730,2014-08-06,576541.7789757412,3,2.5,2480,8676,2.0,0,0,4,8,2480,0,1989,0,98056,47.53,-122.17200000000001,2540,9496,1.0388140161725068
12138,126059225,2014-08-06,545377.358490566,3,1.75,2300,43560,1.0,0,0,4,7,1350,950,1979,0,98077,47.7716,-122.101,2320,57000,1.0388140161725068
1406,869700320,2014-08-06,311644.20485175203,3,2.5,1260,3855,2.0,0,0,3,8,1260,0,1999,0,98059,47.4908,-122.154,1310,3344,1.0388140161725068
10440,7214720510,2014-08-06,597318.0592991915,4,2.5,2510,47044,2.0,0,0,3,9,2510,0,1987,0,98077,47.7699,-122.085,2600,42612,1.0388140161725068
21141,8923600020,2014-08-06,1952970.3504043128,5,3.5,4390,6220,2.0,0,3,3,9,3170,1220,2013,0,98115,47.6789,-122.273,2740,6448,1.0388140161725068
9802,5561100431,2014-08-06,529795.1482479784,5,2.5,2510,83231,1.0,0,0,4,7,1260,1250,1975,0,98027,47.4576,-121.984,2460,46431,1.0388140161725068
15799,2824069180,2014-08-06,399943.3962264151,4,1.75,1800,10890,1.5,0,0,4,6,1800,0,1912,0,98027,47.5312,-122.04,1530,9818,1.0388140161725068
8724,3876000970,2014-08-06,445962.85714285716,6,2.25,2930,15949,1.0,0,0,4,8,1730,1200,1965,0,98034,47.7188,-122.185,1730,8550,1.0388140161725068
18619,3856900590,2014-08-06,664840.9703504044,4,1.75,2100,3000,1.5,0,0,4,7,1500,600,1911,0,98103,47.6721,-122.329,1690,4000,1.0388140161725068
3122,3271800850,2014-08-06,794692.7223719677,3,1.75,2440,5800,1.0,0,3,4,8,1320,1120,1945,0,98199,47.6474,-122.412,2530,5800,1.0388140161725068
7109,1454100005,2014-08-06,363584.90566037735,3,1.0,1370,8162,1.5,0,0,3,6,1370,0,1949,0,98125,47.7263,-122.289,1560,8250,1.0388140161725068
4332,1626079066,2014-08-06,301256.064690027,2,1.0,1120,217800,1.0,0,0,3,6,1120,0,1976,0,98019,47.7378,-121.912,1480,217800,1.0388140161725068
10547,3342102220,2014-08-06,339692.1832884097,4,1.75,1840,5100,1.0,0,0,4,5,1840,0,1933,0,98056,47.5209,-122.205,2160,5400,1.0388140161725068
